Abbreviation	Selected Map	Total_EV	Shift	Shift tooltip	I_Nominee tooltip	blank	D-Check	D_Nominee_prop	Color Bins	Independent spacing	Direction	Spacer	R-Check	D_%	D_Difference%	D_Difference	D_EV	D_EV_Total	D_Nominee	R_Nominee_prop	D_Popular%	D_Votes	D_Votes_Total	Hex_Column	Hex_Row	I_%	I_EV	I_EV_Total	I_Nominee tooltip ●	I_Nominee tooltip ')'	I_Nominee tooltip '%)'	I_Nominee tooltip '('	I_Nominee	I_Popular%	I_Votes	I_Votes_Total	Independent spacing (popular)	Info	Last_RD_Difference	Last_Winner	Last_Winner_%	Number of Records	RD_Difference (bin)	RD_Difference	R_%	R_Difference%	R_Difference	R_EV	R_EV_Total	R_Nominee	I_Nominee_prop	R_Popular%	R_Votes	R_Votes_Total	Region	Row	Shift (l/r)	Shift abbreviation	Space	State (red)	State (blue)	State (yellow)	State	State_Winner	Total Votes	Total_Votes_USA	Winner_%	Winning Party	Year
NH	Hex	4	16	% shift to the right				Adlai E. Stevenson	H		Right	0	✔	39.1	-7.6	-1332		89	ADLAI E. STEVENSON	Dwight D. Eisenhower	44.4%	106663	27314992	11	1													"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House."	5.7	R	52.4	1	20	21.8	60.9	8.5	44988	4	442	DWIGHT D. EISENHOWER	 	54.9%	166287	33777945	Northeast	1	16.1	-0.5	11	New Hampshire			New Hampshire	R	272950	61550918	60.9	R	1952
NJ	Hex	16	10	% shift to the right				Adlai E. Stevenson	G		Right	0	✔	42.0	-3.9	120447		89	ADLAI E. STEVENSON	Dwight D. Eisenhower	44.4%	1015902	27314992	10	3													"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House."	4.4	R	50.3	1	10	14.8	56.8	6.5	392489	16	442	DWIGHT D. EISENHOWER	 	54.9%	1373613	33777945	Northeast	3	10.4	-0.5	9	New Jersey			New Jersey	R	2418554	61550918	56.8	R	1952
NY	Hex	45	11	% shift to the right				Adlai E. Stevenson	G		Right	0	✔	43.6	-1.4	324397		89	ADLAI E. STEVENSON	Dwight D. Eisenhower	44.4%	3104601	27314992	9.5	2													"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House."	1	R	46	1	10	11.9	55.5	9.5	1111650	45	442	DWIGHT D. EISENHOWER	 	54.9%	3952813	33777945	Northeast	2	10.9	-0.5	9	New York			New York	R	7128239	61550918	55.5	R	1952
PA	Hex	32	2	% shift to the right				Adlai E. Stevenson	F		Right	0	✔	46.9	0	393843		89	ADLAI E. STEVENSON	Dwight D. Eisenhower	44.4%	2146269	27314992	9	3													"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House."	4	R	50.9	1	5	5.8	52.7	1.8	513592	32	442	DWIGHT D. EISENHOWER	 	54.9%	2415789	33777945	Northeast	3	1.8	-0.5	8	Pennsylvania			Pennsylvania	R	4580969	61550918	52.7	R	1952
VT	Hex	3	19	% shift to the right				Adlai E. Stevenson	J		Right	0	✔	28.2	-8.7	-2202		89	ADLAI E. STEVENSON	Dwight D. Eisenhower	44.4%	43355	27314992	10	1													"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House."	24.6	R	61.5	1	40	43.3	71.5	10	33791	3	442	DWIGHT D. EISENHOWER	 	54.9%	109717	33777945	Northeast	1	18.7	-0.5	10	Vermont			Vermont	R	153557	61550918	71.5	R	1952
CT	Hex	8	16	% shift to the right				Adlai E. Stevenson	H		Right	0	✔	36.3	-7.6	-76570		73	ADLAI E. STEVENSON	Dwight D. Eisenhower	42.0%	405079	26022752	11	3													The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.	11.8	R	55.7	1	25	27.4	63.7	8	100825	8	457	DWIGHT D. EISENHOWER	 	57.4%	711837	35590472	Northeast	3	15.6	-0.5	10	Connecticut			Connecticut	R	1117121	62026908	63.7	R	1956
DE	Hex	3	7	% shift to the right				Adlai E. Stevenson	G		Right	0	✔	44.6	-3.3	-3894		73	ADLAI E. STEVENSON	Dwight D. Eisenhower	42.0%	79421	26022752	9.5	4													The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.	3.9	R	51.8	1	10	10.5	55.1	3.3	7998	3	457	DWIGHT D. EISENHOWER	 	57.4%	98057	35590472	Northeast	5	6.6	-0.5	9	Delaware			Delaware	R	177988	62026908	55.1	R	1956
MA	Hex	16	10	% shift to the right				Adlai E. Stevenson	G		Right	0	✔	40.4	-5.1	-135335		73	ADLAI E. STEVENSON	Dwight D. Eisenhower	42.0%	948190	26022752	10.5	2													The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.	8.7	R	54.2	1	15	18.9	59.3	5.100000000	100872	16	457	DWIGHT D. EISENHOWER	 	57.4%	1393197	35590472	Northeast	2	10.2	-0.5	11	Massachusetts			Massachusetts	R	2348506	62026908	59.3	R	1956
ME	Hex	5	10	% shift to the right				Adlai E. Stevenson	J		Right	0	✔	29.1	-4.7	-16338		73	ADLAI E. STEVENSON	Dwight D. Eisenhower	42.0%	102468	26022752	11.5	0													The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.	32.2	R	66	1	40	41.8	70.9	4.900000000	16885	5	457	DWIGHT D. EISENHOWER	 	57.4%	249238	35590472	Northeast	0	9.6	-0.5	11	Maine			Maine	R	351706	62026908	70.9	R	1956
NH	Hex	4	11	% shift to the right				Adlai E. Stevenson	I		Right	0	✔	33.8	-5.3	-16299		73	ADLAI E. STEVENSON	Dwight D. Eisenhower	42.0%	90364	26022752	11	1													The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.	21.8	R	60.9	1	30	32.3	66.1	5.2	10232	4	457	DWIGHT D. EISENHOWER	 	57.4%	176519	35590472	Northeast	1	10.5	-0.5	11	New Hampshire			New Hampshire	R	266994	62026908	66.1	R	1956
NJ	Hex	16	16	% shift to the right				Adlai E. Stevenson	I		Right	0	✔	34.2	-7.8	-165565		73	ADLAI E. STEVENSON	Dwight D. Eisenhower	42.0%	850337	26022752	10	3													The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.	14.8	R	56.8	1	30	30.5	64.7	7.900000000	233329	16	457	DWIGHT D. EISENHOWER	 	57.4%	1606942	35590472	Northeast	3	15.7	-0.5	9	New Jersey			New Jersey	R	2484312	62026908	64.7	R	1956
NY	Hex	45	11	% shift to the right				Adlai E. Stevenson	H		Right	0	✔	38.7	-4.9	-356657		73	ADLAI E. STEVENSON	Dwight D. Eisenhower	42.0%	2747944	26022752	9.5	2													The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.	11.9	R	55.5	1	20	22.5	61.2	5.7	392693	45	457	DWIGHT D. EISENHOWER	 	57.4%	4345506	35590472	Northeast	2	10.6	-0.5	9	New York			New York	R	7095971	62026908	61.2	R	1956
PA	Hex	32	7	% shift to the right				Adlai E. Stevenson	G		Right	0	✔	43.3	-3.6	-164500		73	ADLAI E. STEVENSON	Dwight D. Eisenhower	42.0%	1981769	26022752	9	3													The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.	5.8	R	52.7	1	10	13.2	56.5	3.8	169463	32	457	DWIGHT D. EISENHOWER	 	57.4%	2585252	35590472	Northeast	3	7.4	-0.5	8	Pennsylvania			Pennsylvania	R	4576503	62026908	56.5	R	1956
